0.0,1.5000000000000001e-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,7.500973645311671e-5,3.631369318697064e-3,0.9962145099401025,7.275737673311996e-5,6.373100919986879e-6,7.326312316834581e-5,1.4652624633669165e-6,2.6177302218299215e-7,1.0489298764744702e-10
2.0,7.501380398405377e-5,7.271856532368311e-3,0.9924810017197819,1.4596069808958434e-4,2.619485374386597e-5,7.299647703790754e-5,1.4599295407581506e-6,5.295768514038222e-7,2.1258587679606067e-10
3.0,7.502154441116488e-5,1.088557951463494e-2,0.9887611731218424,2.188904450727026e-4,5.9378462860426934e-5,7.272813265665179e-5,1.4545626531330358e-6,7.954403912974175e-7,3.198877529141148e-10
4.0,7.502609495026575e-5,1.4472701383466385e-2,0.985054948550826,2.915479860209366e-4,1.058281746362422e-4,7.246473894740593e-5,1.4492947789481184e-6,1.0594444949501952e-6,4.268284300832358e-10
5.0,7.503607227192686e-5,1.8033391210930932e-2,0.9813622608833904,3.63934822990884e-4,1.654491549590761e-4,7.219794477220277e-5,1.4439588954440553e-6,1.3214906948554523e-6,5.333655709532887e-10
6.0,7.504165458213089e-5,2.156780772594828e-2,0.9776830344024194,4.3605227008341725e-4,2.3814725613040955e-4,7.193720940398208e-5,1.4387441880796417e-6,1.5817522593919823e-6,6.395664155525139e-10
7.0,7.505225969524606e-5,2.5076117466088715e-2,0.9740172036776132,5.079018101571758e-4,3.238293058353866e-4,7.167346288290855e-5,1.4334692576581712e-6,1.8400628030736235e-6,7.453611137150651e-10
8.0,7.505960512276796e-5,2.8558477016881575e-2,0.9703646950935186,5.794847464537174e-4,4.224027482679034e-4,7.14146273894367e-5,1.4282925477887337e-6,2.0966241112809963e-6,8.508287256799563e-10
9.0,7.507093528971381e-5,3.2015049024396676e-2,0.966725443393935,6.508025152557839e-4,5.337760017013086e-4,7.115377207401417e-5,1.4230754414802833e-6,2.3512612990328168e-6,9.558957590259497e-10
10.0,7.507847975971784e-5,3.544598750863165e-2,0.9630993765198709,7.218563999003421e-4,6.578580513558397e-4,7.089826904704809e-5,1.4179653809409621e-6,2.6042251507271286e-6,1.0606615661518033e-9
11.0,7.509045125898018e-5,3.8851452812961235e-2,0.9594864309184449,7.926478203030071e-4,7.945588995487665e-4,7.064031815553172e-5,1.4128063631106343e-6,2.8552592031198627e-6,1.1650192578431722e-9
12.0,7.510002122911721e-5,4.223159667487436e-2,0.9558865362512909,8.631780443256554e-4,9.437890507368324e-4,7.038635993802212e-5,1.4077271987604425e-6,3.104622562174805e-6,1.2690719256770203e-9
13.0,7.511252297923774e-5,4.558657534848501e-2,0.9522996287508818,9.334484404352204e-4,1.1054599831758953e-3,7.013135834478468e-5,1.4026271668956935e-6,3.3521187722220365e-6,1.3727368600975184e-9
14.0,7.51212131657669e-5,4.891653794258495e-2,0.948725639357672,1.0034602538148262e-3,1.27948365909282e-3,6.98816155995558e-5,1.3976323119911164e-6,3.598062782119214e-6,1.476140567229834e-9
15.0,7.5136776821382e-5,5.2221640667018177e-2,0.945164508064541,1.0732148780068934e-3,1.4657731672541832e-3,6.9627140664323e-5,1.3925428132864604e-6,3.841960623001028e-6,1.579078007783607e-9
16.0,7.514782664320074e-5,5.550202778703342e-2,0.94161616475697,1.142713492508115e-3,1.6642417901307667e-3,6.937853417265817e-5,1.3875706834531634e-6,4.0843867181096574e-6,1.6817825785561172e-9
17.0,7.516359610554943e-5,5.875785224889485e-2,0.9380805498586556,1.2119574540131867e-3,1.8748040345411177e-3,6.912720765157008e-5,1.382544153031402e-6,4.3248680325532175e-6,1.7840572961962506e-9
18.0,7.517398704556236e-5,6.198925640377309e-2,0.9345575950664448,1.280947931739602e-3,2.097374585087315e-3,6.888248262761387e-5,1.3776496525522774e-6,4.56399453122082e-6,1.886143051042301e-9
19.0,7.519041147048974e-5,6.519639175411944e-2,0.9310472429437244,1.3496862790827462e-3,2.3318694345428733e-3,6.863382307756234e-5,1.372676461551247e-6,4.801101227477938e-6,1.987762919128512e-9
20.0,7.520219477441126e-5,6.837939790090607e-2,0.9275494260584638,1.4181736383006719e-3,2.578204597102784e-3,6.839102687508379e-5,1.3678205375016757e-6,5.036868616961405e-6,2.0891960422697575e-9
21.0,7.521728969476212e-5,7.153842223757617e-2,0.9240640864006119,1.4864113090650186e-3,2.836297342440642e-3,6.814678823717083e-5,1.3629357647434165e-6,5.27079607051973e-6,2.1902328042738605e-9
22.0,7.522746265665857e-5,7.467360313565179e-2,0.9205911588256952,1.5544004346221528e-3,3.106065066686348e-3,6.790859761222868e-5,1.3581719522445739e-6,5.503476661493296e-6,2.2911173752322713e-9
23.0,7.524806321520005e-5,7.778508919466992e-2,0.9171305898439296,1.6221423587648815e-3,3.3874266658495905e-3,6.766250205397805e-5,1.3532500410795611e-6,5.733793307278726e-6,2.391382464001756e-9
24.0,7.526250352996688e-5,8.08730123912489e-2,0.9136823114609457,1.6896381291597038e-3,3.6803005221748676e-3,6.742354225550246e-5,1.3484708451100492e-6,5.962991824755091e-6,2.4915446659718465e-9
25.0,7.528126593280807e-5,8.39375166529606e-2,0.9102462689240504,1.7568890248297884e-3,3.9846066640914155e-3,6.718222289500862e-5,1.3436444579001724e-6,6.190275444942415e-6,2.5912693411670346e-9
26.0,7.529583794711906e-5,8.69787355727721e-2,0.9068223991084975,1.8238961455731032e-3,4.300265011103952e-3,6.694619417125905e-5,1.338923883425181e-6,6.4163531473263996e-6,2.690850870770974e-9
27.0,7.531409384218422e-5,8.999680955694789e-2,0.9034106470344444,1.8906607263260418e-3,4.627196776123347e-3,6.670837097906462e-5,1.3341674195812922e-6,6.640577743154217e-6,2.7900160160598504e-9
28.0,7.532910144963177e-5,9.299187072786493e-2,0.9000109513479002,1.9571838611345226e-3,4.965323164549599e-3,6.647494092662378e-5,1.329498818532476e-6,6.863569782060039e-6,2.889023152252847e-9
29.0,7.534936621990377e-5,9.596405759475309e-2,0.8966232583274435,2.0234667700780645e-3,5.314566673944797e-3,6.623831438191484e-5,1.3247662876382967e-6,7.084565561717463e-6,2.9875488259391144e-9
30.0,7.536609109289584e-5,9.89134991921378e-2,0.8932475067684332,2.089510511488243e-3,5.674849619033172e-3,6.600630124419115e-5,1.320126024883823e-6,7.3043956972588955e-6,3.0859407705766496e-9
31.0,7.538791192353999e-5,0.10184033194234705,0.8898836439577842,2.155316286745196e-3,6.046095725046605e-3,6.577124442497123e-5,1.3154248884994248e-6,7.522234914568861e-6,3.183848420702064e-9
